audioPath,transcription,translation
AsantiTwiFm24-AOf7u9g1-Tmp096-bAL75w.ogg,Tu amirika,Run
AsantiTwiFm32-HAw1tWB0-Tmp096-w85Tfz.ogg,Tu amirika,Run
AsantiTwiMa25-FCmu4h6N-Tmp096-7MCDCQ.ogg,Tu amirika,Run
AsantiTwiMa38-RAtJ0ACM-Tmp096-6V1oOW.ogg,Tu amirika,Run
AsantiTwiMa31-KKEY3y5b-Tmp096-X3dKvD.ogg,Tu amirika,Run
AsantiTwiMa25-EE7thPDe-Tmp096-SeBoOW.ogg,Tu amirika,Run
AsantiTwiFm20-CTwUaRZ4-Tmp096-danqlz.ogg,Tu amirika,Run
AsantiTwiMa30-DMlDyLuq-Tmp096-etLRF6.ogg,Tu amirika,Run
AsantiTwiMa27-MAHhN6Iu-Tmp096-tpdqAb.ogg,Tu amirika,Run
AsantiTwiMa21-JMOC1VFS-Tmp096-1AvxIY.ogg,Tu amirika,Run
AsantiTwiMa19-AAkeawcj-Tmp096-cSDbis.ogg,Tu amirika,Run
AsantiTwiFm23-FAXbTmoc-Tmp096-auXgFz.ogg,Tu amirika,Run
AsantiTwiFm21-GOmeq57b-Tmp096-fEm3Xa.ogg,Tu amirika,Run
AsantiTwiFm19-NTK4MVDw-Tmp096-VIEfrc.ogg,Tu amirika,Run
AsantiTwiFm23-TTQ3uBup-Tmp096-YwDoc3.ogg,Tu amirika,Run
AsantiTwiFm30-PAg4K8fA-Tmp096-KT08KD.ogg,Tu amirika,Run
AsantiTwiFm41-RBFjCzaF-Tmp096-6Y1mC7.ogg,Tu amirika,Run
AsantiTwiMa24-WOU1ZpdG-Tmp096-8rSZrb.ogg,Tu amirika,Run
AsantiTwiFm26-CAPRjwVE-Tmp096-jEWZAz.ogg,Tu amirika,Run
AsantiTwiFm20-WAYCuwHN-Tmp096-8Ka4sf.ogg,Tu amirika,Run
AsantiTwiMa29-EADgJ1P1-Tmp096-avkzif.ogg,Tu amirika,Run
AsantiTwiMa24-MSDKIy1O-Tmp096-rJGzUq.ogg,Tu amirika,Run
AsantiTwiMa24-MA6C999f-Tmp096-ZsrgkN.ogg,Tu amirika,Run
AsantiTwiMa25-MAwukGTs-Tmp096-17j7w1.ogg,Tu amirika,Run
AsantiTwiMa23-GZbYgtiC-Tmp096-esqhga.ogg,Tu amirika,Run
AsantiTwiMa22-GAyYbBw7-Tmp096-0JUJ6y.ogg,Tu amirika,Run
AsantiTwiMa23-CAfnu8tk-Tmp096-R8cSAs.ogg,Tu amirika,Run
AsantiTwiFm21-EBZ5Ttsf-Tmp096-SOLgk6.ogg,Tu amirika,Run
AsantiTwiFm24-HA4FUUuB-Tmp096-xywdbe.ogg,Tu amirika,Run
AsantiTwiFm29-DKwnuqiy-Tmp096-Ae6g71.ogg,Tu amirika,Run
AsantiTwiFm21-DAeQWQLO-Tmp096-SPI0x1.ogg,Tu amirika,Run
AsantiTwiMa34-ETvLKwyE-Tmp096-P9c6oi.ogg,Tu amirika,Run
AsantiTwiMa21-JTWbePTw-Tmp096-MP3bwZ.ogg,Tu amirika,Run
AsantiTwiMa24-FBRUcWWD-Tmp096-1LvjMd.ogg,Tu amirika,Run
AsantiTwiMa23-ASNQhWxc-Tmp096-jLI8R9.ogg,Tu amirika,Run
AsantiTwiFm47-ITzf6beh-Tmp096-2PvQMP.ogg,Tu amirika,Run
AsantiTwiFm27-YBbEOrzC-Tmp096-JtYpHZ.ogg,Tu amirika,Run
AsantiTwiFm58-GA6XjFAL-Tmp096-D06LMu.ogg,Tu amirika,Run
AsantiTwiFm53-NBpVZuRD-Tmp096-LMHN5R.ogg,Tu amirika,Run
AsantiTwiMa25-CCB9p7d5-Tmp096-1c0QYm.ogg,Tu amirika,Run
AsantiTwiMa20-SQF23O2h-Tmp096-GPWbiX.ogg,Tu amirika,Run
AsantiTwiMa25-JAFefgqX-Tmp096-f2RAdX.ogg,Tu amirika,Run
AsantiTwiMa40-PAHO4JO8-Tmp096-bRuP4t.ogg,Tu amirika,Run
AsantiTwiFm23-SD4Jsm81-Tmp096-jVFd4z.ogg,Tu amirika,Run
AsantiTwiFm41-RBFjCzaF-Tmp096-cY8yQr.ogg,Tu amirika,Run
AsantiTwiMa21-PA7RQD4c-Tmp096-ZqEd9i.ogg,Tu amirika,Run
AsantiTwiMa25-MTND7kVW-Tmp096-D8CoX1.ogg,Tu amirika,Run
AsantiTwiFm19-ANNwpn9J-Tmp096-xxLV9a.ogg,Tu amirika,Run
AsantiTwiFm24-EBZac303-Tmp096-Fk4op6.ogg,Tu amirika,Run
AsantiTwiMa68-MA15UjRk-Tmp096-iKZYeV.ogg,Tu amirika,Run
AsantiTwiMa29-ECMPl0dj-Tmp096-SgXzL6.ogg,Tu amirika,Run
AsantiTwiMa24-BBgtAlAA-Tmp096-8rEpaG.ogg,Tu amirika,Run
AsantiTwiFm23-MG86GRGn-Tmp096-MbRw8Z.ogg,Tu amirika,Run
AsantiTwiMa23-BHeEL41Y-Tmp096-deRM1k.ogg,Tu amirika,Run
AsantiTwiFm27-RAgZV9KQ-Tmp096-lFZNVw.ogg,Tu amirika,Run
AsantiTwiMa24-Fag8tXn5-Tmp096-NaQ24e.ogg,Tu amirika,Run
AsantiTwiFm21-NNGyXt7Q-Tmp096-zJAQNe.ogg,Tu amirika,Run
AsantiTwiMa19-ENzuHlXS-Tmp096-UnHczK.ogg,Tu amirika,Run
AsantiTwiMa22-FADISLEw-Tmp096-NixDle.ogg,Tu amirika,Run
AsantiTwiFm21-SSeKyJuQ-Tmp096-adNyrs.ogg,Tu amirika,Run
AsantiTwiMa22-JBdbQfOh-Tmp096-mEVVsY.ogg,Tu amirika,Run
AsantiTwiMa41-KSs7K7hm-Tmp096-0aN229.ogg,Tu amirika,Run
AsantiTwiMa37-IA6hRddT-Tmp036-Hmg0YO.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm23-NAHtBqEp-Tmp036-db0Tc9.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-BOaE8gwt-Tmp036-wm1Kcg.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-E cOH5Ys-Tmp036-ThdiG2.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-DSAHMdsw-Tmp036-dPVirb.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-PA9otRge-Tmp036-jvkl7p.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-FKfl5IQ1-Tmp036-YC5psF.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa31-KNGZOvPL-Tmp036-ENvqRF.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-CAfnu8tk-Tmp036-2INsvp.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-DDK01oZN-Tmp036-nS5bDO.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-RYMO9Aal-Tmp036-TlMN91.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-PQ6RJqMf-Tmp036-cKCruk.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-BFxQifZG-Tmp036-eUf2L9.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-EA7u3Wcr-Tmp036-JlppLl.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa24-EHg2eUsk-Tmp036-4IWAqD.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa24-BBgtAlAA-Tmp036-eyOIrj.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa29-EORdfqlz-Tmp036-qXOM9h.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-JAaBeNcN-Tmp036-gIOyC0.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm26-CWYKxyFV-Tmp036-US3zFF.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-EAJrwXex-Tmp036-1McSgt.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm20-EB4HGltd-Tmp036-sbCViG.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm29-MDyfxXz4-Tmp036-j3ZJF1.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-SAeRdmwc-Tmp036-FzcJzk.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa28-KTXBFJUs-Tmp036-GpPBBN.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-ASNQhWxc-Tmp036-TiV0yX.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm20-CTwUaRZ4-Tmp036-Wfcqox.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-SEW7Sue7-Tmp036-EL6uoj.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa19-JSVVb30H-Tmp036-RZ1ec3.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm23-BAJ9x9Kj-Tmp036-yHrF5d.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-SArpovVY-Tmp036-b8bJX7.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-GZbYgtiC-Tmp036-7oxCWM.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm30-PAg4K8fA-Tmp036-dJhyHH.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa24-FBRUcWWD-Tmp036-2krnkQ.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-MAwukGTs-Tmp036-9hlp4F.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa37-BTFet0MN-Tmp036-KwcVqZ.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa38-RAtJ0ACM-Tmp036-f1VC92.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-N dPG3wD-Tmp036-fVinfZ.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm28-DTzXgkTt-Tmp036-0rdrY8.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa19-EAqaJzoE-Tmp036-ds1r1Z.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm24-HA4FUUuB-Tmp036-ZjccNT.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-JAEefeQv-Tmp036-jT4vBc.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa24-SQETpU8D-Tmp036-ViZfUx.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-MTND7kVW-Tmp036-i6ZSjE.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa24-MA6C999f-Tmp036-5CUVlC.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa28-HM7MwN94-Tmp036-AUXmCP.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm23-PGbBevNS-Tmp036-PyX3yj.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa40-PAQ7Eoc7-Tmp036-stMWja.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa29-ECMPl0dj-Tmp036-24sevt.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-LANv6a1V-Tmp036-UTtoXv.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-JAUoU3hu-Tmp036-MChdp7.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm24-EDDji66v-Tmp036-X9EzY3.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa47-EAykkVEL-Tmp036-bdyIUE.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa28-EAOxJuL2-Tmp036-kqdTap.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-MAQYxgil-Tmp036-G0nkt7.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa68-MA15UjRk-Tmp036-AEqSgj.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa27-DAyVUBH2-Tmp036-9RXotk.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm25-PKxokOLV-Tmp036-s5rtd4.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm23-SD4Jsm81-Tmp036-l48Bfb.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-AA59atVw-Tmp036-r2YUJf.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm23-TTQ3uBup-Tmp036-wb9e14.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm53-NBpVZuRD-Tmp036-GrbhtS.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-EE7thPDe-Tmp036-2exsdk.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-eLxRrG7p-Tmp036-FZWoIT.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-LBfV5sbD-Tmp036-Tg3CzF.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm24-STWjCZCq-Tmp036-G2QH2a.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa21-CBQj2X88-Tmp036-LTMoSL.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa46-FOB05ywE-Tmp036-JeZAjZ.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-EOFuLICo-Tmp036-PjXdAE.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm23-MKBcLgYz-Tmp036-MsNtQL.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa43-SA1nhEic-Tmp036-tqdZxo.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm27-YBbEOrzC-Tmp036-3uZip5.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm41-RBFjCzaF-Tmp036-LiQErT.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa19-AFY6BB0m-Tmp036-02jgqV.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm41-RBFjCzaF-Tmp036-RevBTl.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm25-FAZW5EmE-Tmp036-sNKCw2.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-FAeFanIC-Tmp036-GErc9p.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm26-FBlZuKj9-Tmp036-79wSk5.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa27-MAHhN6Iu-Tmp036-9BfbEI.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa20-SQF23O2h-Tmp036-docTfM.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm19-SHYw5y1R-Tmp036-rbdsuk.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm27-PTZJosmc-Tmp036-nYIkft.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa19-SNAfmNbY-Tmp036-p6d5mx.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm24-EBZac303-Tmp036-pHa1S3.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-AB44QTua-Tmp036-dEzCOT.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm28-JNiMCZr9-Tmp036-0Igwj4.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm25-BAf0DSip-Tmp036-0aEV2A.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-JBdbQfOh-Tmp036-FIUjtb.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa26-NN2cOikt-Tmp036-7dRPze.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa26-EOnn5ccK-Tmp036-0onWNC.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa24-Fag8tXn5-Tmp036-6M8StT.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-MB3fRTpU-Tmp036-TT9114.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa48-AMBhFmZW-Tmp036-NYbug0.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa26-DDpKk1bI-Tmp036-Hh3yIU.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa24-WOU1ZpdG-Tmp036-eUpcPE.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm26-BTHHcB4Y-Tmp036-nTzuAz.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-JART851s-Tmp036-z6TB70.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-CEi7bPQ9-Tmp036-syppQ4.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm24-KMK6wnOP-Tmp036-zkFN9o.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm19-MQCHgCCc-Tmp036-3WBkdF.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm38-LAkAm1DN-Tmp036-BQdHKa.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-EBZ5Ttsf-Tmp036-jygBxk.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm19-VKN82htT-Tmp036-Lf9pnm.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm23-NAJmX7S1-Tmp036-eZX1Hy.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm60-MAcik3X5-Tmp036-zJ5ZOy.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm25-RAv79nIc-Tmp036-CWGkyE.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-CCB9p7d5-Tmp036-cf3CpA.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-TYJiY4vh-Tmp036-s90WPQ.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa24-RAiMqklz-Tmp036-NK79MY.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa18-AQ4wGDeL-Tmp036-TtmrrI.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-GAyYbBw7-Tmp036-niGfXM.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-POZcqQ0M-Tmp036-oQj2kn.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-FADISLEw-Tmp036-RLXyd3.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa30-SKUDJnDU-Tmp036-3kJ8nG.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa29-AAKxYEAs-Tmp036-JROq0j.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-HLxYhSBe-Tmp036-r2V9jM.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa30-KAzP1nzL-Tmp036-sFGMKi.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm22-EA5haDXk-Tmp036-kZyqwf.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa31-KKEY3y5b-Tmp036-T5EdOi.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm58-GA6XjFAL-Tmp036-ipmqUX.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-GAqQEaiP-Tmp036-XYkuij.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa33-JAHXKTbU-Tmp036-amw0UC.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-GAkWUqu3-Tmp036-PcvmZr.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa19-ENzuHlXS-Tmp036-k6BUrq.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-PC8oEqhd-Tmp036-chg2s4.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa26-JAU7Mmun-Tmp036-d3sCnn.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm24-WA81zSHm-Tmp036-A6BhoY.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-MBi5I8oJ-Tmp036-ctXKeZ.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa21-EAU8qhiw-Tmp036-y36a3g.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-SSeKyJuQ-Tmp036-0wTEcZ.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa23-AOHqG4Hk-Tmp036-ErW66K.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm29-EBa8yLZx-Tmp036-9UBcoo.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm23-MHFMF5Wm-Tmp036-Kg0VyX.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm27-RAgZV9KQ-Tmp036-PhYAnz.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm18-NNYuf3Ef-Tmp036-nvv7pc.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa46-F jOvp38-Tmp036-Dqqij3.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa21-JTWbePTw-Tmp036-JVY8Fu.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm23-GLmqxvGx-Tmp036-GmmZOP.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa27-PKrfEKgI-Tmp036-6YKHYx.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa26-KOQdPViN-Tmp036-bKQsTV.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa37-RO0urIEp-Tmp036-AAjeCh.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm24-BDlTV6mS-Tmp036-TAgdAj.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-FCmu4h6N-Tmp036-2oqutJ.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa26-ABLdg0RU-Tmp036-5Evake.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa20-PApjGMx4-Tmp036-ozsqgT.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa25-JAGgbuzf-Tmp036-orpxEE.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa29-CALG9QuR-Tmp036-zgkR3T.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm24-FA5lyzBU-Tmp036-Z8QBOp.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm21-GOmeq57b-Tmp036-0APj5s.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa31-DAQPZNGY-Tmp036-KA6a6L.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm26-EAmHJTut-Tmp036-p7vSA1.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm36-DMeKRfHu-Tmp036-ENLogH.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiFm26-CAPRjwVE-Tmp036-K2EGRk.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
AsantiTwiMa22-TQnsZxsp-Tmp036-Bzfpur.ogg,Wo pɛsɛ wo yɛ deɛn ɛnɛ,What do you want to do today
